area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,conceitos_cientificos_confidence,campos_semanticos,campos_semanticos_confidence,campos_lexicais,campos_lexicais_confidence,processos_fenomenos,processos_fenomenos_confidence,contextos_historicos,contextos_historicos_confidence,habilidades_compostas,habilidades_compostas_confidence,all_entities
Natureza,H12,Biologia/Fisiologia: Ação do hormônio ADH na regulação da diurese.,459.4,CN,450-550,hormônio ADH,0.8182,Fisiologia,0.9954,Fisiologia,0.9858,"regulação da diurese, Ação do hormônio ADH","0.9892, 0.3797",,,regulação da diurese,0.8294,"hormônio ADH, Fisiologia, Fisiologia, regulação da diurese, Ação do hormônio ADH, regulação da diurese"
Natureza,H12,Biologia/Saúde: Importância da amamentação para a imunidade do bebê.,487.0,CN,450-550,"imunidade do bebê, amamentação","0.8732, 0.3105",,,,,imunidade do bebê,0.889,imunidade do bebê,0.4443,amamentação,0.3919,"imunidade do bebê, amamentação, imunidade do bebê, imunidade do bebê, amamentação"
Natureza,H13,Biologia/Genética: Doenças genéticas (fenilcetonúria) e a importância da dieta.,400.2,CN,200-450,Doenças genéticas,0.974,,,,,"importância da dieta, Doenças genéticas","0.4514, 0.3129",,,,,"Doenças genéticas, importância da dieta, Doenças genéticas"
Natureza,H13,"Biologia/Genética: Daltonismo, uma anomalia genética ligada ao cromossomo X.",425.7,CN,200-450,"Daltonismo, anomalia genética, cromossomo X","0.9709, 0.7522, 0.3144",,,,,"anomalia genética, cromossomo X, Daltonismo","0.7925, 0.4777, 0.3034",cromossomo X,0.9642,,,"Daltonismo, anomalia genética, cromossomo X, anomalia genética, cromossomo X, Daltonismo, cromossomo X"
Natureza,H13,Biologia/Saúde: A importância da vacinação para a saúde individual e coletiva.,446.8,CN,200-450,,,,,,,,,saúde individual,0.3075,,,saúde individual
Natureza,H14,Química/Bioquímica: Carboidratos como fonte de energia para o corpo humano.,363.6,CN,200-450,,,,,,,"fonte de energia, corpo humano","0.688, 0.3149",corpo humano,0.8283,,,"fonte de energia, corpo humano, corpo humano"
Natureza,H14,"Química/Bioquímica: Funções das proteínas no organismo, como a contração muscular.",423.1,CN,200-450,"contração muscular, Funções das proteínas no organismo","0.8768, 0.7353",,,,,"contração muscular, Funções das proteínas no organismo","0.9889, 0.4738",,,contração muscular,0.7459,"contração muscular, Funções das proteínas no organismo, contração muscular, Funções das proteínas no organismo, contração muscular"
Natureza,H14,Biologia/Fisiologia: O processo de digestão e a ação de enzimas específicas.,432.6,CN,200-450,"processo de digestão, ação de enzimas específicas","0.9324, 0.9115",Fisiologia,0.9958,Fisiologia,0.9877,"ação de enzimas específicas, processo de digestão","0.9893, 0.9364",Fisiologia,0.5445,ação de enzimas específicas,0.5344,"processo de digestão, ação de enzimas específicas, Fisiologia, Fisiologia, ação de enzimas específicas, processo de digestão, Fisiologia, ação de enzimas específicas"
Natureza,H14,Química/Bioquímica: O processo de respiração celular e a produção de ATP.,439.0,CN,200-450,"produção de ATP, respiração celular","0.9156, 0.8456",,,,,"produção de ATP, respiração celular","0.992, 0.8376",produção de ATP,0.3142,produção de ATP,0.7053,"produção de ATP, respiração celular, produção de ATP, respiração celular, produção de ATP, produção de ATP"
Natureza,H14,Biologia/Fisiologia: O papel do sistema nervoso no controle dos movimentos e reflexos.,445.4,CN,200-450,sistema nervoso,0.9735,Fisiologia,0.9969,Fisiologia,0.9901,controle dos movimentos e reflexos,0.8834,Fisiologia,0.6606,controle dos movimentos e reflexos,0.6284,"sistema nervoso, Fisiologia, Fisiologia, controle dos movimentos e reflexos, Fisiologia, controle dos movimentos e reflexos"
Natureza,H15,Química/Saúde: Ação de antiácidos para neutralizar o excesso de acidez no estômago.,417.0,CN,200-450,excesso de acidez,0.9073,,,,,"neutralizar o excesso de acidez, Ação de antiácidos","0.8362, 0.6916",,,Ação de antiácidos,0.8877,"excesso de acidez, neutralizar o excesso de acidez, Ação de antiácidos, Ação de antiácidos"
Natureza,H15,Biologia/Saúde: A importância da higiene e do saneamento básico para a prevenção de doenças.,430.9,CN,200-450,saneamento básico,0.9451,,,,,prevenção de doenças,0.9982,prevenção de doenças,0.7825,prevenção de doenças,0.9625,"saneamento básico, prevenção de doenças, prevenção de doenças, prevenção de doenças"
Natureza,H15,Biologia/Genética: A técnica de DNA fingerprinting (impressão digital genética) e sua aplicação em testes de paternidade.,445.4,CN,200-450,"DNA fingerprinting, impressão digital genética, testes de paternidade","0.9543, 0.9079, 0.3242",,,,,"impressão digital genética, DNA fingerprinting","0.9963, 0.8632",testes de paternidade,0.896,"impressão digital genética, DNA fingerprinting","0.7448, 0.6572","DNA fingerprinting, impressão digital genética, testes de paternidade, impressão digital genética, DNA fingerprinting, testes de paternidade, impressão digital genética, DNA fingerprinting"
Natureza,H16,"Química/Bioquímica: A estrutura e função dos lipídios, como o colesterol e os triglicerídeos.",465.0,CN,450-550,,,,,,,,,,,,,
Natureza,H16,"Biologia/Ecologia: As relações ecológicas de parasitismo, exemplificadas pela esquistossomose.",473.0,CN,450-550,"relações ecológicas, parasitismo","0.6037, 0.3939",,,,,,,,,,,"relações ecológicas, parasitismo"
Natureza,H16,Biologia/Ecologia: O conceito de nicho ecológico e a competição entre espécies.,474.8,CN,450-550,"nicho ecológico, competição entre espécies","0.9962, 0.7919",,,,,competição entre espécies,0.9976,,,competição entre espécies,0.8776,"nicho ecológico, competição entre espécies, competição entre espécies, competição entre espécies"
Natureza,H16,Biologia/Fisiologia: A regulação hormonal do ciclo menstrual.,476.3,CN,450-550,"regulação hormonal, ciclo menstrual","0.704, 0.6514",Fisiologia,0.9961,Fisiologia,0.9854,"ciclo menstrual, regulação hormonal","0.9822, 0.5506",ciclo menstrual,0.8913,regulação hormonal,0.8748,"regulação hormonal, ciclo menstrual, Fisiologia, Fisiologia, ciclo menstrual, regulação hormonal, ciclo menstrual, regulação hormonal"
Natureza,H16,Biologia/Saúde: A ação do soro antiofídico (imunização passiva).,487.0,CN,450-550,"imunização passiva, ação do soro antiofídico","0.946, 0.8504",,,,,"imunização passiva, ação do soro antiofídico","0.9947, 0.8925",,,ação do soro antiofídico,0.3265,"imunização passiva, ação do soro antiofídico, imunização passiva, ação do soro antiofídico, ação do soro antiofídico"
Natureza,H16,Biologia/Saúde: Doenças bacterianas e a importância dos antibióticos.,489.6,CN,450-550,Doenças bacterianas,0.9948,,,,,"importância dos antibióticos, Doenças bacterianas","0.4558, 0.301",,,,,"Doenças bacterianas, importância dos antibióticos, Doenças bacterianas"
Natureza,H16,Biologia/Genética: A transmissão de características hereditárias e os conceitos de gene dominante e recessivo.,499.5,CN,450-550,"gene dominante, características hereditárias","0.8959, 0.677",,,,,transmissão de características hereditárias,0.8969,,,transmissão de características hereditárias,0.7263,"gene dominante, características hereditárias, transmissão de características hereditárias, transmissão de características hereditárias"
Natureza,H16,Biologia/Fisiologia: O funcionamento do sistema imunológico e a resposta à infecção.,510.8,CN,450-550,"sistema imunológico, resposta à infecção","0.981, 0.3361",Fisiologia,0.9955,Fisiologia,0.9864,"resposta à infecção, sistema imunológico","0.9524, 0.4583",Fisiologia,0.6006,resposta à infecção,0.9005,"sistema imunológico, resposta à infecção, Fisiologia, Fisiologia, resposta à infecção, sistema imunológico, Fisiologia, resposta à infecção"
Natureza,H16,Química/Bioquímica: A fermentação lática realizada por bactérias na produção de iogurte.,511.8,CN,450-550,"fermentação lática, produção de iogurte","0.9685, 0.5004",,,,,"produção de iogurte, fermentação lática","0.9975, 0.4795",produção de iogurte,0.5994,produção de iogurte,0.8258,"fermentação lática, produção de iogurte, produção de iogurte, fermentação lática, produção de iogurte, produção de iogurte"
Natureza,H16,Biologia/Fisiologia: O processo de osmose em células animais (hemácias).,520.3,CN,450-550,processo de osmose,0.4877,Fisiologia,0.9945,Fisiologia,0.9848,processo de osmose,0.4909,Fisiologia,0.5344,,,"processo de osmose, Fisiologia, Fisiologia, processo de osmose, Fisiologia"
Natureza,H16,Biologia/Fisiologia: O sistema circulatório e o papel do coração no bombeamento do sangue.,536.2,CN,450-550,"sistema circulatório, bombeamento do sangue","0.9908, 0.7144",Fisiologia,0.9939,Fisiologia,0.9819,bombeamento do sangue,0.992,bombeamento do sangue,0.6332,bombeamento do sangue,0.3427,"sistema circulatório, bombeamento do sangue, Fisiologia, Fisiologia, bombeamento do sangue, bombeamento do sangue, bombeamento do sangue"
Natureza,H16,Química/Bioquímica: A desnaturação de proteínas por fatores como temperatura e pH.,537.7,CN,450-550,,,,,,,desnaturação de proteínas por fatores,0.7849,,,,,desnaturação de proteínas por fatores
Natureza,H16,Biologia/Fisiologia: A fotossíntese e a produção de glicose pelas plantas.,542.8,CN,450-550,produção de glicose,0.5166,Fisiologia,0.9928,Fisiologia,0.9813,produção de glicose pelas plantas,0.9195,Fisiologia,0.4175,produção de glicose pelas plantas,0.334,"produção de glicose, Fisiologia, Fisiologia, produção de glicose pelas plantas, Fisiologia, produção de glicose pelas plantas"
Natureza,H16,"Biologia/Saúde: A dengue, seu vetor (Aedes aegypti) e as formas de prevenção.",549.4,CN,450-550,"Aedes aegypti, formas de prevenção","0.8008, 0.5975",,,,,formas de prevenção,0.8272,Aedes aegypti,0.7548,formas de prevenção,0.5873,"Aedes aegypti, formas de prevenção, formas de prevenção, Aedes aegypti, formas de prevenção"
Natureza,H16,Biologia/Fisiologia: A estrutura e função do sistema respiratório humano.,557.7,CN,550-650,sistema respiratório humano,0.9707,Fisiologia,0.9918,Fisiologia,0.9731,sistema respiratório humano,0.923,Fisiologia,0.4493,,,"sistema respiratório humano, Fisiologia, Fisiologia, sistema respiratório humano, Fisiologia"
Natureza,H16,Biologia/Genética: A Síndrome de Down (trissomia do cromossomo 21).,558.6,CN,550-650,"Síndrome de Down, trissomia do cromossomo 21","0.9684, 0.7573",,,,,"trissomia do cromossomo 21, Síndrome de Down","0.9625, 0.6019",cromossomo 21,0.7712,trissomia do cromossomo 21,0.4004,"Síndrome de Down, trissomia do cromossomo 21, trissomia do cromossomo 21, Síndrome de Down, cromossomo 21, trissomia do cromossomo 21"
Natureza,H16,Química/Saúde: O efeito do monóxido de carbono (CO) na hemoglobina.,569.7,CN,550-650,monóxido de carbono,0.7709,,,,,efeito do monóxido de carbono,0.3651,,,,,"monóxido de carbono, efeito do monóxido de carbono"
Natureza,H16,Biologia/Fisiologia: A importância das vitaminas para o funcionamento do organismo.,586.8,CN,550-650,,,Fisiologia,0.9942,Fisiologia,0.9804,funcionamento do organismo,0.9907,"Fisiologia, funcionamento do organismo","0.4264, 0.3801",funcionamento do organismo,0.7928,"Fisiologia, Fisiologia, funcionamento do organismo, Fisiologia, funcionamento do organismo, funcionamento do organismo"
Natureza,H16,Biologia/Ecologia: A sucessão primária e secundária em ecossistemas.,588.6,CN,550-650,sucessão primária,0.5451,,,,,sucessão primária,0.7102,,,,,"sucessão primária, sucessão primária"
Natureza,H16,Biologia/Genética: O processo de divisão celular (mitose e meiose).,611.6,CN,550-650,"mitose e meiose, divisão celular","0.7759, 0.6081",,,,,"divisão celular, mitose e meiose","0.8651, 0.5835",,,mitose e meiose,0.4526,"mitose e meiose, divisão celular, divisão celular, mitose e meiose, mitose e meiose"
Natureza,H16,Biologia/Saúde: Leptospirose e sua relação com enchentes e falta de saneamento.,614.0,CN,550-650,falta de saneamento,0.9193,,,,,falta de saneamento,0.991,,,falta de saneamento,0.7983,"falta de saneamento, falta de saneamento, falta de saneamento"
Natureza,H16,Biologia/Ecologia: O conceito de cadeia alimentar e os níveis tróficos.,617.1,CN,550-650,"cadeia alimentar, níveis tróficos","0.9792, 0.727",,,,,"cadeia alimentar, níveis tróficos","0.9203, 0.7862",,,níveis tróficos,0.4059,"cadeia alimentar, níveis tróficos, cadeia alimentar, níveis tróficos, níveis tróficos"
Natureza,H16,Biologia/Fisiologia: A regulação da glicemia pelos hormônios insulina e glucagon.,621.9,CN,550-650,hormônios insulina,0.8897,Fisiologia,0.9952,Fisiologia,0.9847,regulação da glicemia,0.8713,Fisiologia,0.5434,regulação da glicemia,0.7725,"hormônios insulina, Fisiologia, Fisiologia, regulação da glicemia, Fisiologia, regulação da glicemia"
Natureza,H16,"Biologia/Evolução: Evidências da evolução, como os fósseis e a anatomia comparada.",622.7,CN,550-650,anatomia comparada,0.8769,,,,,anatomia comparada,0.5085,,,anatomia comparada,0.8467,"anatomia comparada, anatomia comparada, anatomia comparada"
Natureza,H16,Biologia/Ecologia: O ciclo do carbono na natureza.,631.3,CN,550-650,ciclo do carbono,0.8642,,,,,ciclo do carbono,0.9568,,,,,"ciclo do carbono, ciclo do carbono"
Natureza,H16,Biologia/Fisiologia: O funcionamento do sistema excretor e a formação da urina.,632.5,CN,550-650,"sistema excretor, formação da urina","0.9844, 0.7876",Fisiologia,0.9959,Fisiologia,0.9877,"formação da urina, sistema excretor","0.9938, 0.4699",Fisiologia,0.4042,formação da urina,0.5801,"sistema excretor, formação da urina, Fisiologia, Fisiologia, formação da urina, sistema excretor, Fisiologia, formação da urina"
Natureza,H16,Química/Bioquímica: A estrutura do DNA e do RNA.,638.0,CN,550-650,estrutura do DNA,0.8195,,,,,estrutura do DNA,0.52,,,estrutura do DNA,0.342,"estrutura do DNA, estrutura do DNA, estrutura do DNA"
Natureza,H16,Biologia/Fisiologia: A importância do sistema linfático para a defesa do organismo.,652.1,CN,650-750,sistema linfático,0.9925,Fisiologia,0.9964,Fisiologia,0.9879,defesa do organismo,0.9963,Fisiologia,0.5198,defesa do organismo,0.9601,"sistema linfático, Fisiologia, Fisiologia, defesa do organismo, Fisiologia, defesa do organismo"
Natureza,H16,Biologia/Botânica: A relação entre os estômatos e a transpiração nas plantas.,664.5,CN,650-750,transpiração nas plantas,0.9149,,,,,transpiração nas plantas,0.9963,,,transpiração nas plantas,0.4084,"transpiração nas plantas, transpiração nas plantas, transpiração nas plantas"
Natureza,H16,Biologia/Genética: A determinação do sexo em humanos (cromossomos X e Y).,674.1,CN,650-750,"determinação do sexo em humanos, cromossomos X e Y","0.7149, 0.4616",,,,,"determinação do sexo em humanos, cromossomos X e Y","0.9083, 0.6444",cromossomos X e Y,0.57,cromossomos X e Y,0.3867,"determinação do sexo em humanos, cromossomos X e Y, determinação do sexo em humanos, cromossomos X e Y, cromossomos X e Y, cromossomos X e Y"
Natureza,H16,"Biologia/Saúde: O vírus HIV e a AIDS, e a ação do vírus sobre as células de defesa.",694.7,CN,650-750,"células de defesa, vírus HIV","0.881, 0.7988",,,,,ação do vírus sobre as células de defesa,0.8421,,,ação do vírus sobre as células de defesa,0.387,"células de defesa, vírus HIV, ação do vírus sobre as células de defesa, ação do vírus sobre as células de defesa"
Natureza,H16,Biologia/Fisiologia: O processo de coagulação sanguínea.,703.9,CN,650-750,coagulação sanguínea,0.9287,Fisiologia,0.9959,Fisiologia,0.987,coagulação sanguínea,0.9853,Fisiologia,0.6133,,,"coagulação sanguínea, Fisiologia, Fisiologia, coagulação sanguínea, Fisiologia"
Natureza,H16,"Biologia/Ecologia: Relações ecológicas harmônicas (mutualismo, comensalismo) e desarmônicas (predatismo, parasitismo).",709.3,CN,650-750,"parasitismo, Relações ecológicas harmônicas, predatismo, mutualismo, comensalismo","0.9486, 0.945, 0.8744, 0.7356, 0.4944",,,,,"parasitismo, predatismo, mutualismo","0.9042, 0.7089, 0.4067",,,,,"parasitismo, Relações ecológicas harmônicas, predatismo, mutualismo, comensalismo, parasitismo, predatismo, mutualismo"
Natureza,H16,Biologia/Evolução: Os conceitos de homologia e analogia como evidências evolutivas.,711.2,CN,650-750,"homologia e analogia, evidências evolutivas","0.6948, 0.4793",,,,,evidências evolutivas,0.4732,,,evidências evolutivas,0.5596,"homologia e analogia, evidências evolutivas, evidências evolutivas, evidências evolutivas"
Natureza,H16,Biologia/Genética: A síntese de proteínas (transcrição e tradução).,733.3,CN,650-750,síntese de proteínas,0.8231,,,,,transcrição e tradução,0.8174,,,transcrição e tradução,0.5901,"síntese de proteínas, transcrição e tradução, transcrição e tradução"
Natureza,H16,Biologia/Fisiologia: A contração muscular e o papel do cálcio e do ATP.,741.2,CN,650-750,contração muscular,0.9585,Fisiologia,0.9956,Fisiologia,0.9873,contração muscular,0.9311,Fisiologia,0.5226,,,"contração muscular, Fisiologia, Fisiologia, contração muscular, Fisiologia"
